img_ts,send_ts,dt_ms,px_error,w_x,w_y,w_z,v_x,v_y,v_z
1775661588.031163,1775661588.392481,361.317,32.268,0.284,-6.844,0.000,0.000,0.000,0.000
1775661588.393564,1775661588.747156,353.592,31.659,0.261,-6.733,0.000,0.000,0.000,0.000
1775661588.748261,1775661589.109781,361.519,31.517,0.286,-6.728,0.000,0.000,0.000,0.000
1775661589.110816,1775661589.479961,369.145,31.146,0.294,-6.755,0.000,0.000,0.000,0.000
1775661589.481067,1775661589.851747,370.680,31.570,0.320,-6.710,0.000,0.000,0.000,0.000
1775661589.852853,1775661590.215011,362.158,30.651,0.232,-6.543,0.000,0.000,0.000,0.000
1775661590.216215,1775661590.593454,377.239,33.190,0.308,-6.573,0.000,0.000,0.000,0.000
1775661590.594539,1775661590.959418,364.879,33.960,0.305,-6.565,0.000,0.000,0.000,0.000
1775661590.960530,1775661591.314559,354.029,33.768,0.274,-6.536,0.000,0.000,0.000,0.000
1775661591.316342,1775661591.676270,359.928,36.108,0.287,-6.440,0.000,0.000,0.000,0.000
1775661591.677250,1775661592.032156,354.905,42.120,0.246,-5.993,0.000,0.000,0.000,0.000
1775661592.033320,1775661592.394927,361.607,41.592,0.222,-5.757,0.000,0.000,0.000,0.000
,,,,,, 
1775661592.758545,1775661593.111181,352.636,40.525,0.000,0.000,0.000,45.205,-48.706,39.524
1775661593.469085,1775661593.824470,355.385,61.861,0.000,0.000,0.000,42.501,-48.845,40.821
1775661593.825539,1775661594.176530,350.991,63.849,0.000,0.000,0.000,46.245,-49.421,44.452
1775661594.178109,1775661594.531668,353.559,63.415,0.000,0.000,0.000,46.896,-49.597,44.242
1775661594.532727,1775661594.887546,354.818,63.172,0.000,0.000,0.000,46.256,-49.403,43.090
1775661594.888804,1775661595.251333,362.528,65.410,0.000,0.000,0.000,48.085,-49.700,46.114
1775661595.252457,1775661595.606738,354.282,67.525,0.000,0.000,0.000,49.041,-49.850,48.044
1775661595.607977,1775661595.967055,359.078,77.602,0.000,0.000,0.000,49.517,-49.925,49.022
1775661595.968170,1775661596.326082,357.911,87.767,0.000,0.000,0.000,49.759,-49.962,49.389
1775661597.041236,1775661597.402128,360.892,111.287,0.000,0.000,0.000,49.878,-49.981,49.545
1775661597.403181,1775661597.758810,355.629,110.376,0.000,0.000,0.000,49.924,-49.986,47.949
1775661597.759862,1775661598.123336,363.474,124.119,0.000,0.000,0.000,49.962,-49.993,48.974
1775661598.124413,1775661598.476885,352.472,132.093,0.000,0.000,0.000,49.981,-49.996,49.420
1775661599.182638,1775661599.536284,353.646,175.238,0.000,0.000,0.000,13.524,-49.995,-0.029
1775661599.537375,1775661599.897847,360.472,169.285,0.000,0.000,0.000,-18.233,-49.996,-24.056
1775661599.899049,1775661600.260364,361.315,151.682,0.000,0.000,0.000,-34.105,-43.299,-36.185
1775661600.261450,1775661600.607054,345.603,130.646,0.000,0.000,0.000,-17.052,-22.768,-32.828
1775661600.608349,1775661600.956764,348.415,124.617,0.000,0.000,0.000,-8.526,-11.914,-39.936
1775661600.957887,1775661601.309078,351.190,120.385,0.000,0.000,0.000,-4.263,-4.254,-38.194
1775661601.310049,1775661601.664741,354.692,104.424,0.000,0.000,0.000,-2.132,-0.360,-32.269
1775661601.665811,1775661602.005693,339.882,95.110,0.000,0.000,0.000,-1.066,1.222,-35.753
1775661602.006778,1775661602.353902,347.125,68.746,0.000,0.000,0.000,-22.364,3.631,-33.252
1775661602.355015,1775661602.709586,354.571,30.515,0.000,0.000,0.000,-31.737,-0.641,-28.538
1775661602.710657,1775661603.062784,352.128,26.095,0.000,0.000,0.000,-34.418,4.094,-23.822
1775661603.063746,1775661603.440176,376.430,20.340,0.000,0.000,0.000,-39.176,4.137,-25.782
1775661603.441330,1775661603.802630,361.300,16.916,0.000,0.000,0.000,-40.101,5.017,-26.799
1775661603.803659,1775661604.218925,415.266,16.402,0.000,0.000,0.000,-27.734,20.224,-15.873
,,,,,, 
1775661604.620784,1775661605.044562,423.778,14.984,-1.305,8.450,0.000,0.000,0.000,0.000
1775661605.045789,1775661605.472201,426.411,15.584,-1.151,8.580,0.000,0.000,0.000,0.000
1775661605.473161,1775661605.902493,429.332,16.063,-1.086,8.623,0.000,0.000,0.000,0.000
1775661605.903750,1775661606.321395,417.645,19.826,-1.579,9.080,0.000,0.000,0.000,0.000
1775661606.322314,1775661606.716804,394.489,20.242,-1.193,8.948,0.000,0.000,0.000,0.000
1775661606.717970,1775661607.092892,374.921,20.832,-1.086,8.862,0.000,0.000,0.000,0.000
1775661607.093921,1775661607.458112,364.191,20.407,-1.014,8.840,0.000,0.000,0.000,0.000
1775661607.459166,1775661607.846707,387.541,20.134,-1.035,8.827,0.000,0.000,0.000,0.000
1775661607.848114,1775661608.230833,382.719,19.718,-0.928,8.813,0.000,0.000,0.000,0.000
1775661608.232005,1775661608.590719,358.714,18.494,-0.901,8.794,0.000,0.000,0.000,0.000
1775661608.591867,1775661608.946959,355.092,16.482,-0.840,8.784,0.000,0.000,0.000,0.000
1775661608.948296,1775661609.328661,380.365,14.690,-0.821,8.789,0.000,0.000,0.000,0.000
1775661609.329767,1775661609.706261,376.494,12.893,-0.828,8.800,0.000,0.000,0.000,0.000
1775661609.707340,1775661610.085830,378.490,7.983,-0.629,8.370,0.000,0.000,0.000,0.000
1775661610.087018,1775661610.464186,377.168,7.191,-0.035,6.481,0.000,0.000,0.000,0.000
,,,,,, 
,,,,,, 
,,,,,, 
1775661611.573691,1775661611.936864,363.173,6.191,0.000,0.000,0.000,-31.721,17.875,-5.634
1775661611.938182,1775661612.306356,368.174,6.584,0.000,0.000,0.000,-31.657,17.698,-5.765
1775661612.307894,1775661612.696437,388.542,7.125,0.000,0.000,0.000,-31.716,17.510,-5.103
1775661612.697512,1775661613.074045,376.534,7.521,0.000,0.000,0.000,-31.376,16.763,-4.518
1775661613.075472,1775661613.447824,372.353,7.862,0.000,0.000,0.000,-30.873,16.847,-4.926
1775661613.448992,1775661613.824993,376.002,8.283,0.000,0.000,0.000,-30.719,16.866,-5.671
1775661613.826629,1775661614.203041,376.411,8.248,0.000,0.000,0.000,-31.474,17.616,-6.099
1775661614.204664,1775661614.586027,381.363,7.974,0.000,0.000,0.000,-29.870,17.238,-4.615
1775661614.587179,1775661614.959908,372.729,8.196,0.000,0.000,0.000,-30.778,17.708,-4.433
1775661614.961455,1775661615.351614,390.160,8.313,0.000,0.000,0.000,-29.342,16.148,-4.073
1775661615.353956,1775661615.731154,377.198,8.110,0.000,0.000,0.000,-30.907,18.134,-3.970
1775661615.732586,1775661616.103148,370.563,8.100,0.000,0.000,0.000,-31.391,17.254,-2.716
1775661616.104152,1775661616.478328,374.176,8.184,0.000,0.000,0.000,-32.264,18.885,-5.119
1775661616.479519,1775661616.852796,373.277,8.310,0.000,0.000,0.000,-33.089,19.442,-3.371
1775661616.854255,1775661617.232761,378.506,8.292,0.000,0.000,0.000,-31.826,16.916,-4.290
1775661617.233793,1775661617.608110,374.317,8.232,0.000,0.000,0.000,-29.832,17.466,-5.281
1775661617.609261,1775661617.963066,353.805,8.053,0.000,0.000,0.000,-27.743,17.934,-4.154
1775661617.964032,1775661618.319599,355.567,8.331,0.000,0.000,0.000,-31.019,20.897,-7.394
1775661618.320880,1775661618.675253,354.373,8.287,0.000,0.000,0.000,-30.785,19.017,-5.762
1775661618.676342,1775661619.025580,349.238,8.292,0.000,0.000,0.000,-29.145,17.622,-4.287
1775661619.027245,1775661619.370827,343.583,8.106,0.000,0.000,0.000,-28.120,17.105,-3.948
1775661619.372119,1775661619.713176,341.057,8.041,0.000,0.000,0.000,-28.686,17.105,-3.848
1775661619.714480,1775661620.065836,351.356,8.008,0.000,0.000,0.000,-30.601,18.656,-3.470
1775661620.066863,1775661620.414324,347.461,7.773,0.000,0.000,0.000,-28.821,17.434,-2.889
1775661620.415411,1775661620.761516,346.106,7.839,0.000,0.000,0.000,-29.881,18.443,-4.884
1775661620.762532,1775661621.107853,345.322,7.796,0.000,0.000,0.000,-28.518,17.379,-4.289
1775661621.108850,1775661621.454494,345.643,7.947,0.000,0.000,0.000,-29.753,18.517,-4.368
1775661621.455580,1775661621.802945,347.365,7.630,0.000,0.000,0.000,-28.293,17.575,-3.372
1775661621.803988,1775661622.150440,346.452,7.495,0.000,0.000,0.000,-27.147,16.698,-2.824
1775661622.151419,1775661622.501625,350.205,7.584,0.000,0.000,0.000,-28.054,18.166,-5.168
1775661622.502646,1775661622.847225,344.579,7.761,0.000,0.000,0.000,-30.192,19.070,-3.243
1775661622.848281,1775661623.193419,345.139,7.970,0.000,0.000,0.000,-32.092,20.940,-4.651
1775661623.194541,1775661623.549244,354.703,7.947,0.000,0.000,0.000,-32.437,18.906,-4.868
1775661623.550318,1775661623.908607,358.289,8.085,0.000,0.000,0.000,-30.485,21.421,-2.794
1775661623.909589,1775661624.265834,356.245,8.030,0.000,0.000,0.000,-29.521,21.106,-2.840
1775661624.266922,1775661624.625299,358.377,8.223,0.000,0.000,0.000,-31.081,20.687,-3.089
1775661624.626368,1775661624.990089,363.721,8.594,0.000,0.000,0.000,-33.805,26.142,-6.877
1775661624.991200,1775661625.344400,353.200,9.236,0.000,0.000,0.000,-35.688,30.697,-9.430
1775661625.345548,1775661625.697683,352.135,9.353,0.000,0.000,0.000,-32.183,25.346,-6.719
1775661625.699172,1775661626.047950,348.778,9.558,0.000,0.000,0.000,-32.457,26.311,-6.126
1775661626.049238,1775661626.394619,345.381,9.305,0.000,0.000,0.000,-25.379,24.586,-2.792
1775661626.395685,1775661626.743450,347.764,9.408,0.000,0.000,0.000,-25.651,29.973,-6.788
1775661626.744555,1775661627.093034,348.479,10.382,0.000,0.000,0.000,-26.371,38.278,-14.485
1775661627.094095,1775661627.443723,349.628,10.392,0.000,0.000,0.000,-25.090,33.643,-6.778
1775661627.444809,1775661627.792228,347.419,11.267,0.000,0.000,0.000,-25.205,39.588,-11.433
1775661627.793228,1775661628.144324,351.095,11.543,0.000,0.000,0.000,-26.662,38.612,-4.697
1775661628.145439,1775661628.496691,351.252,11.025,0.000,0.000,0.000,-19.117,33.515,-4.784
1775661628.497721,1775661628.844972,347.251,11.305,0.000,0.000,0.000,-13.632,39.665,-11.004
1775661628.846037,1775661629.205021,358.984,12.239,0.000,0.000,0.000,-10.036,43.155,-13.351
1775661629.206254,1775661629.586429,380.175,29.532,0.000,0.000,0.000,19.982,46.578,-18.949
1775661629.587958,1775661629.967481,379.523,41.520,0.000,0.000,0.000,34.991,48.286,-19.446
1775661629.968712,1775661630.348718,380.006,41.789,0.000,0.000,0.000,26.430,45.598,-12.241
1775661630.351072,1775661630.722953,371.881,43.789,0.000,0.000,0.000,13.215,47.684,-10.934
1775661630.723969,1775661631.094721,370.753,49.410,0.000,0.000,0.000,6.608,48.830,-12.592
1775661631.096452,1775661631.473120,376.668,50.167,0.000,0.000,0.000,3.304,42.994,-6.088
1775661631.847264,1775661632.214068,366.805,82.857,0.000,0.000,0.000,1.652,43.086,-4.949
1775661632.215233,1775661632.600942,385.709,82.239,0.000,0.000,0.000,0.826,30.668,-2.619
1775661632.601988,1775661632.971114,369.126,82.332,0.000,0.000,0.000,23.818,28.775,-1.637
1775661632.972873,1775661633.349972,377.099,65.679,0.000,0.000,0.000,29.109,36.553,0.541
1775661633.352563,1775661633.728630,376.067,56.079,0.000,0.000,0.000,39.405,34.907,-0.468
1775661633.729617,1775661634.096214,366.597,60.157,0.000,0.000,0.000,44.700,41.829,0.445
1775661634.097609,1775661634.471548,373.940,57.512,0.000,0.000,0.000,41.153,35.847,-0.279
1775661634.472637,1775661634.835355,362.717,58.235,0.000,0.000,0.000,45.576,42.494,-1.627
1775661634.836784,1775661635.208025,371.241,57.490,0.000,0.000,0.000,45.732,34.165,-0.257
1775661635.209234,1775661635.587098,377.864,29.121,0.000,0.000,0.000,47.848,34.448,0.015
1775661635.588888,1775661635.964430,375.542,28.484,0.000,0.000,0.000,46.417,24.464,1.683
1775661635.965424,1775661636.341977,376.553,29.050,0.000,0.000,0.000,45.969,19.493,3.261
1775661636.343098,1775661636.717962,374.864,29.789,0.000,0.000,0.000,46.057,33.804,2.398
1775661636.719208,1775661637.084453,365.245,30.988,0.000,0.000,0.000,47.849,25.916,3.567
1775661637.085561,1775661637.461651,376.090,29.424,0.000,0.000,0.000,46.201,18.458,4.812
1775661637.463711,1775661637.831754,368.044,25.595,0.000,0.000,0.000,46.073,13.439,0.922
1775661637.833093,1775661638.197270,364.177,32.083,0.000,0.000,0.000,48.037,20.898,-3.784
1775661638.198698,1775661638.572158,373.460,25.851,0.000,0.000,0.000,42.495,8.963,-0.031
1775661638.573309,1775661638.938803,365.494,27.052,0.000,0.000,0.000,46.068,17.962,1.790
1775661638.940094,1775661639.306845,366.751,29.825,0.000,0.000,0.000,48.034,17.820,-3.134
1775661639.686959,1775661640.053201,366.242,1026.576,0.000,0.000,0.000,49.017,30.120,-4.774
1775661640.054351,1775661640.436768,382.417,1034.476,0.000,0.000,0.000,49.508,-8.173,18.243
1775661640.437845,1775661640.811950,374.105,1037.383,0.000,0.000,0.000,49.754,-2.626,13.006
1775661640.813124,1775661641.182875,369.751,1037.653,0.000,0.000,0.000,48.320,-0.482,7.115
1775661641.184272,1775661641.555089,370.817,1039.549,0.000,0.000,0.000,49.106,0.539,18.752
1775661641.556166,1775661641.916956,360.790,1034.858,0.000,0.000,0.000,49.427,3.186,10.658
1775661641.918111,1775661642.278958,360.847,1040.527,0.000,0.000,0.000,49.713,0.476,5.987
1775661642.280119,1775661642.661274,381.155,1045.693,0.000,0.000,0.000,49.857,-7.801,17.765
1775661642.662315,1775661643.036900,374.585,1040.004,0.000,0.000,0.000,45.179,-4.923,8.861
1775661643.038098,1775661643.407346,369.248,48.387,0.000,0.000,0.000,46.240,-12.784,3.853
1775661643.408754,1775661643.780234,371.480,43.693,0.000,0.000,0.000,46.354,-4.743,4.739
1775661643.781539,1775661644.145118,363.578,40.153,0.000,0.000,0.000,48.177,-14.693,6.115
1775661644.146164,1775661644.516864,370.700,38.426,0.000,0.000,0.000,49.071,-20.904,7.306
1775661644.518015,1775661644.887810,369.795,39.991,0.000,0.000,0.000,49.465,-13.098,6.283
1775661644.888870,1775661645.256119,367.249,38.728,0.000,0.000,0.000,49.151,-9.500,2.240
1775661645.642457,1775661646.012573,370.116,73.947,0.000,0.000,0.000,49.263,-13.305,1.870
1775661646.013708,1775661646.376973,363.265,67.483,0.000,0.000,0.000,47.483,-13.613,-0.706
1775661646.378111,1775661646.756733,378.622,70.655,0.000,0.000,0.000,48.731,-22.090,-2.689
1775661646.757804,1775661647.131840,374.036,71.752,0.000,0.000,0.000,49.216,-21.803,-2.688
1775661647.136616,1775661647.512421,375.805,76.123,0.000,0.000,0.000,49.608,-31.580,6.798
1775661647.513526,1775661647.882340,368.814,75.138,0.000,0.000,0.000,49.803,-32.992,12.038
1775661647.883462,1775661648.251431,367.970,74.555,0.000,0.000,0.000,49.845,-28.957,10.381
1775661648.252723,1775661648.638221,385.498,72.802,0.000,0.000,0.000,47.620,-19.464,2.916
1775661648.639552,1775661649.013344,373.791,74.781,0.000,0.000,0.000,48.795,-29.625,-2.106
1775661649.014372,1775661649.393995,379.623,35.609,0.000,0.000,0.000,49.275,-31.015,-3.636
1775661649.395188,1775661649.765975,370.787,35.507,0.000,0.000,0.000,49.171,-31.678,-1.291
1775661649.767141,1775661650.138714,371.572,36.106,0.000,0.000,0.000,48.851,-28.271,-4.417
1775661650.514755,1775661650.890162,375.408,64.504,0.000,0.000,0.000,48.731,-27.311,-0.958
1775661650.891968,1775661651.270642,378.673,61.391,0.000,0.000,0.000,49.186,-29.817,-2.729
,,,,,, 
1775661651.644226,1775661652.015965,371.740,63.822,1.267,-1.577,0.000,0.000,0.000,0.000
1775661652.017095,1775661652.394533,377.438,65.506,1.269,-1.567,0.000,0.000,0.000,0.000
1775661652.395608,1775661652.771065,375.458,63.817,1.291,-1.559,0.000,0.000,0.000,0.000
1775661652.772136,1775661653.150960,378.824,63.395,1.289,-1.566,0.000,0.000,0.000,0.000
1775661653.152474,1775661653.527471,374.997,66.039,1.266,-1.584,0.000,0.000,0.000,0.000
1775661653.528644,1775661653.904025,375.381,70.099,1.253,-1.557,0.000,0.000,0.000,0.000
1775661653.905107,1775661654.277532,372.425,43.952,1.231,-1.536,0.000,0.000,0.000,0.000
1775661654.278732,1775661654.658073,379.341,49.115,1.194,-1.490,0.000,0.000,0.000,0.000
1775661654.659120,1775661655.022371,363.250,48.165,1.134,-1.435,0.000,0.000,0.000,0.000
1775661655.023469,1775661655.393718,370.249,46.726,1.103,-1.414,0.000,0.000,0.000,0.000
1775661655.394957,1775661655.767566,372.609,39.782,1.037,-1.324,0.000,0.000,0.000,0.000
1775661656.141983,1775661656.508874,366.890,69.014,0.961,-1.220,0.000,0.000,0.000,0.000
1775661656.510574,1775661656.882416,371.842,69.044,0.902,-1.143,0.000,0.000,0.000,0.000
1775661656.883460,1775661657.242635,359.175,65.808,0.853,-1.056,0.000,0.000,0.000,0.000
1775661657.243701,1775661657.600598,356.897,61.983,0.807,-0.995,0.000,0.000,0.000,0.000
1775661657.601881,1775661657.955882,354.001,59.498,0.788,-0.969,0.000,0.000,0.000,0.000
1775661657.957002,1775661658.302356,345.354,62.482,0.762,-0.946,0.000,0.000,0.000,0.000
1775661658.303356,1775661658.652130,348.774,65.789,0.741,-0.938,0.000,0.000,0.000,0.000
1775661658.653362,1775661658.994582,341.220,65.717,0.723,-0.926,0.000,0.000,0.000,0.000
1775661658.995899,1775661659.343429,347.530,70.081,0.726,-0.897,0.000,0.000,0.000,0.000
1775661659.344700,1775661659.689987,345.286,39.694,0.716,-0.872,0.000,0.000,0.000,0.000
1775661659.691118,1775661660.042726,351.608,39.267,0.719,-0.868,0.000,0.000,0.000,0.000
1775661660.043876,1775661660.391535,347.659,38.609,0.736,-0.845,0.000,0.000,0.000,0.000
1775661660.392643,1775661660.741024,348.381,39.519,0.731,-0.883,0.000,0.000,0.000,0.000
1775661660.742133,1775661661.094409,352.276,40.723,0.741,-0.897,0.000,0.000,0.000,0.000
1775661661.095501,1775661661.442551,347.050,38.100,0.710,-0.859,0.000,0.000,0.000,0.000
1775661661.443621,1775661661.789201,345.580,30.608,0.690,-0.847,0.000,0.000,0.000,0.000
1775661662.138520,1775661662.490085,351.565,50.353,0.680,-0.796,0.000,0.000,0.000,0.000
1775661662.491217,1775661662.840150,348.933,50.098,0.689,-0.811,0.000,0.000,0.000,0.000
1775661663.193824,1775661663.551035,357.212,95.429,0.597,-0.692,0.000,0.000,0.000,0.000
,,,,,, 
1775661663.897930,1775661664.242803,344.873,106.180,0.000,0.000,0.000,49.289,-44.622,5.422
1775661664.243921,1775661664.600608,356.687,104.225,0.000,0.000,0.000,47.140,-38.272,6.731
1775661664.602115,1775661664.948332,346.217,103.774,0.000,0.000,0.000,46.287,-35.929,3.374
1775661664.949524,1775661665.292592,343.068,102.650,0.000,0.000,0.000,46.282,-31.737,0.213
1775661665.294049,1775661665.641108,347.059,79.787,0.000,0.000,0.000,46.345,-29.731,-0.479
1775661665.642232,1775661665.983828,341.596,85.138,0.000,0.000,0.000,48.172,-39.701,-2.376
1775661665.984849,1775661666.326994,342.145,85.114,0.000,0.000,0.000,49.084,-44.145,1.807
1775661666.328712,1775661666.678008,349.296,40.570,0.000,0.000,0.000,48.539,-38.967,0.451
1775661666.679342,1775661667.026744,347.402,44.662,0.000,0.000,0.000,49.270,-44.194,0.261
1775661667.027900,1775661667.379276,351.377,47.216,0.000,0.000,0.000,49.625,-45.788,-1.930
1775661667.380613,1775661667.736235,355.621,35.045,0.000,0.000,0.000,45.727,-34.605,-1.419
1775661667.737290,1775661668.081733,344.443,35.071,0.000,0.000,0.000,45.094,-35.398,-0.397
1775661668.082740,1775661668.421368,338.628,34.528,0.000,0.000,0.000,42.379,-28.776,-0.433
1775661668.422442,1775661668.767716,345.274,35.224,0.000,0.000,0.000,45.641,-32.714,0.186
1775661668.769056,1775661669.111286,342.230,35.515,0.000,0.000,0.000,46.602,-34.193,-1.468
