Time,DeltaTime,PosX,PosY,PosZ,Pitch,Yaw,Roll
122.671944,0.051244,-29948.725,-100.744,171.642,0.000,45.708,-0.000
122.721848,0.049903,-29948.725,-100.744,171.642,0.052,45.736,0.000
122.771744,0.049895,-29948.725,-100.744,171.642,0.052,45.736,0.000
122.830673,0.058928,-29948.725,-100.744,171.642,0.052,45.736,0.000
122.883240,0.052571,-29948.725,-100.744,171.642,0.061,45.943,-0.000
122.932838,0.049595,-29948.725,-100.744,171.642,0.061,45.943,-0.000
122.986618,0.053779,-29948.725,-100.744,171.642,0.061,45.943,-0.000
123.034401,0.047786,-29948.725,-100.744,171.642,0.032,46.272,0.000
123.081329,0.046927,-29948.725,-100.744,171.642,0.032,46.272,0.000
123.138123,0.056797,-29948.725,-100.744,171.642,0.032,46.272,0.000
123.185722,0.047595,-29948.725,-100.744,171.642,-0.011,46.666,0.000
123.234009,0.048288,-29948.725,-100.744,171.642,-0.011,46.666,0.000
123.312424,0.078418,-29948.725,-100.744,171.642,-0.011,46.666,0.000
123.369240,0.056812,-29948.725,-100.744,171.642,0.009,46.978,0.000
123.424980,0.055745,-29948.725,-100.744,171.642,0.009,46.978,0.000
123.482697,0.057719,-29948.725,-100.744,171.642,0.009,46.978,0.000
123.535362,0.052659,-29948.725,-100.744,171.642,0.087,47.260,0.000
123.594116,0.058755,-29948.725,-100.744,171.642,0.087,47.260,0.000
123.660851,0.066739,-29948.725,-100.744,171.642,0.087,47.260,0.000
123.707565,0.046711,-29948.725,-100.744,171.642,0.102,47.689,0.000
123.758446,0.050878,-29948.725,-100.744,171.642,0.102,47.689,0.000
123.820877,0.062432,-29948.725,-100.744,171.642,0.102,47.689,0.000
123.872787,0.051912,-29948.725,-100.744,171.642,0.166,47.977,0.000
123.931862,0.059076,-29948.725,-100.744,171.642,0.166,47.977,0.000
123.993675,0.061811,-29948.725,-100.744,171.642,0.166,47.977,0.000
124.046471,0.052799,-29948.725,-100.744,171.642,0.283,48.245,-0.000
124.098434,0.051965,-29948.725,-100.744,171.642,0.283,48.245,-0.000
124.158768,0.060328,-29948.725,-100.744,171.642,0.283,48.245,-0.000
124.219170,0.060409,-29948.725,-100.744,171.642,0.317,48.604,-0.000
124.277969,0.058797,-29948.725,-100.744,171.642,0.317,48.604,-0.000
124.358467,0.080498,-29948.725,-100.744,171.642,0.317,48.604,-0.000
124.416931,0.058463,-29948.725,-100.744,171.642,0.310,49.109,0.000
124.469254,0.052320,-29948.725,-100.744,171.642,0.310,49.109,0.000
124.526108,0.056859,-29948.725,-100.744,171.642,0.310,49.109,0.000
124.575897,0.049785,-29948.725,-100.744,171.642,0.453,49.563,0.000
124.623550,0.047656,-29948.725,-100.744,171.642,0.453,49.563,0.000
124.671555,0.048006,-29948.725,-100.744,171.642,0.453,49.563,0.000
124.727737,0.056184,-29948.725,-100.744,171.642,0.453,49.563,0.000
124.780365,0.052628,-29948.725,-100.744,171.642,0.680,49.983,0.000
124.831436,0.051071,-29948.725,-100.744,171.642,0.680,49.983,0.000
124.886269,0.054829,-29948.725,-100.744,171.642,0.680,49.983,0.000
124.942764,0.056494,-29948.725,-100.744,171.642,0.984,50.421,0.000
124.990143,0.047377,-29948.725,-100.744,171.642,0.984,50.421,0.000
125.038124,0.047984,-29948.725,-100.744,171.642,0.984,50.421,0.000
125.089813,0.051690,-29948.725,-100.744,171.642,1.316,50.835,-0.000
125.136047,0.046237,-29948.725,-100.744,171.642,1.316,50.835,-0.000
125.180702,0.044652,-29948.725,-100.744,171.642,1.316,50.835,-0.000
125.232857,0.052154,-29948.725,-100.744,171.642,1.316,50.835,-0.000
125.288902,0.056048,-29948.725,-100.744,171.642,1.657,51.223,0.000
125.337036,0.048132,-29948.725,-100.744,171.642,1.657,51.223,0.000
125.384361,0.047325,-29948.725,-100.744,171.642,1.657,51.223,0.000
125.453239,0.068876,-29948.725,-100.744,171.642,1.657,51.223,0.000
125.516037,0.062799,-29948.725,-100.744,171.642,2.038,51.632,0.000
125.585556,0.069522,-29948.725,-100.744,171.642,2.038,51.632,0.000
125.648819,0.063260,-29948.725,-100.744,171.642,2.562,52.173,0.000
125.711418,0.062603,-29948.725,-100.744,171.642,2.562,52.173,0.000
125.778595,0.067176,-29948.725,-100.744,171.642,2.562,52.173,0.000
125.841446,0.062853,-29948.725,-100.744,171.642,3.097,52.713,0.000
125.902168,0.060717,-29948.725,-100.744,171.642,3.097,52.713,0.000
125.967224,0.065059,-29948.725,-100.744,171.642,3.097,52.713,0.000
126.015137,0.047915,-29948.725,-100.744,171.642,3.631,53.242,-0.000
126.058929,0.043793,-29948.725,-100.744,171.642,3.631,53.242,-0.000
126.101051,0.042122,-29948.725,-100.744,171.642,3.631,53.242,-0.000
