Time,DeltaTime,PosX,PosY,PosZ,Pitch,Yaw,Roll
71.713715,0.034857,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.749939,0.036223,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.785172,0.035230,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.820366,0.035194,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.855736,0.035369,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.890388,0.034659,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.924774,0.034386,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.958809,0.034028,-29948.725,-100.744,171.642,17.150,78.083,0.000
71.993851,0.035049,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.027496,0.033643,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.062202,0.034706,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.097511,0.035310,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.132393,0.034881,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.167671,0.035275,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.201981,0.034309,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.238472,0.036496,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.272079,0.033603,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.307617,0.035535,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.342430,0.034819,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.377213,0.034781,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.411240,0.034026,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.445930,0.034692,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.481079,0.035149,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.515877,0.034794,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.551781,0.035908,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.588104,0.036323,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.622673,0.034569,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.659096,0.036421,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.692856,0.033760,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.727791,0.034933,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.763031,0.035241,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.796646,0.033620,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.830910,0.034261,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.864983,0.034069,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.899567,0.034591,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.933273,0.033702,-29948.725,-100.744,171.642,17.150,78.083,0.000
72.967445,0.034170,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.004387,0.036946,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.037537,0.033148,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.053154,0.015616,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.086601,0.033452,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.120338,0.033733,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.154854,0.034520,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.192039,0.037186,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.227432,0.035386,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.261871,0.034440,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.297424,0.035554,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.332619,0.035197,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.369118,0.036499,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.402931,0.033810,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.437599,0.034673,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.471931,0.034330,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.507393,0.035464,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.542191,0.034793,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.577194,0.035006,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.611748,0.034556,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.647438,0.035685,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.681030,0.033598,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.717285,0.036254,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.751396,0.034106,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.787498,0.036107,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.822281,0.034780,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.856361,0.034084,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.891327,0.034959,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.926208,0.034886,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.959244,0.033031,-29948.725,-100.744,171.642,17.150,78.083,0.000
73.976616,0.017379,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.009552,0.032932,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.023293,0.013744,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.058052,0.034754,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.092216,0.034166,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.126923,0.034706,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.161568,0.034650,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.196541,0.034971,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.232300,0.035761,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.267998,0.035692,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.303642,0.035651,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.338928,0.035287,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.374947,0.036013,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.410683,0.035741,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.445641,0.034955,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.479782,0.034140,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.515564,0.035786,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.549805,0.034238,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.584717,0.034911,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.620476,0.035763,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.655304,0.034826,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.689796,0.034496,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.726364,0.036565,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.761177,0.034810,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.795807,0.034631,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.833275,0.037466,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.868759,0.035484,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.904869,0.036110,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.939598,0.034729,-29948.725,-100.744,171.642,17.150,78.083,0.000
74.974380,0.034786,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.012817,0.038433,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.046410,0.033593,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.082642,0.036233,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.117500,0.034859,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.152824,0.035323,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.188858,0.036035,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.223999,0.035139,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.258957,0.034960,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.293869,0.034909,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.328720,0.034851,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.364616,0.035898,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.398636,0.034024,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.435158,0.036518,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.472092,0.036938,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.506981,0.034887,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.542564,0.035583,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.577507,0.034939,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.612167,0.034664,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.647514,0.035346,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.684616,0.037101,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.722153,0.037538,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.758499,0.036345,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.795395,0.036896,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.831909,0.036516,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.869095,0.037186,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.906693,0.037600,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.942604,0.035906,-29948.725,-100.744,171.642,17.150,78.083,0.000
75.978912,0.036310,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.012779,0.033864,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.048141,0.035362,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.083420,0.035282,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.117798,0.034382,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.153389,0.035589,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.189644,0.036254,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.226578,0.036933,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.261330,0.034752,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.296837,0.035510,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.331635,0.034799,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.368362,0.036727,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.426025,0.057663,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.461479,0.035455,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.496681,0.035198,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.532135,0.035453,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.568100,0.035971,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.602859,0.034759,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.639153,0.036287,-29948.725,-100.744,171.642,17.150,78.083,0.000
76.673241,0.034089,-29948.725,-100.744,171.642,17.150,78.083,0.000
