Time,DeltaTime,PosX,PosY,PosZ,Pitch,Yaw,Roll
225.367004,0.045952,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.413712,0.046709,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.457779,0.044069,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.502426,0.044647,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.547272,0.044840,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.592514,0.045244,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.638107,0.045589,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.684845,0.046739,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.729431,0.044581,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.776077,0.046651,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.821793,0.045714,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.866150,0.044357,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.911926,0.045772,-29821.164,33.343,171.642,0.875,60.058,-0.000
225.955414,0.043486,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.002243,0.046829,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.047531,0.045293,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.091248,0.043714,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.135056,0.043812,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.185974,0.050914,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.231918,0.045953,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.275391,0.043475,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.323044,0.047651,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.368896,0.045844,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.417603,0.048717,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.464111,0.046508,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.511581,0.047460,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.557999,0.046416,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.604095,0.046101,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.650467,0.046376,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.713882,0.063405,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.776627,0.062754,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.840073,0.063450,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.900177,0.060094,-29821.164,33.343,171.642,0.875,60.058,-0.000
226.959763,0.059584,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.022476,0.062716,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.084076,0.061603,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.151321,0.067242,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.212585,0.061261,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.264343,0.051764,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.308182,0.043841,-29821.164,33.343,171.642,0.875,60.058,-0.000
227.350784,0.042601,-29821.164,33.343,171.642,0.875,60.058,-0.000
