Time,DeltaTime,PosX,PosY,PosZ,Pitch,Yaw,Roll
42.146839,0.058640,-29948.725,-100.744,171.642,0.000,45.708,-0.000
42.198654,0.051818,-29948.725,-100.744,171.642,0.034,45.728,0.000
42.249500,0.050845,-29948.725,-100.744,171.642,0.034,45.728,0.000
42.312759,0.063257,-29948.725,-100.744,171.642,0.034,45.728,0.000
42.362682,0.049926,-29948.725,-100.744,171.642,0.096,45.762,-0.000
42.440819,0.078135,-29948.725,-100.744,171.642,0.096,45.762,-0.000
42.510109,0.069291,-29948.725,-100.744,171.642,0.358,45.995,0.000
42.575405,0.065296,-29948.725,-100.744,171.642,0.358,45.995,0.000
42.637241,0.061838,-29948.725,-100.744,171.642,0.663,46.248,0.000
42.696476,0.059232,-29948.725,-100.744,171.642,0.663,46.248,0.000
42.768299,0.071823,-29948.725,-100.744,171.642,0.663,46.248,0.000
42.810268,0.041968,-29948.725,-100.744,171.642,0.768,46.831,-0.000
42.853096,0.042829,-29948.725,-100.744,171.642,0.768,46.831,-0.000
42.903141,0.050046,-29948.725,-100.744,171.642,0.768,46.831,-0.000
42.951050,0.047907,-29948.725,-100.744,171.642,0.852,47.141,0.000
42.994888,0.043840,-29948.725,-100.744,171.642,0.852,47.141,0.000
43.038204,0.043317,-29948.725,-100.744,171.642,0.852,47.141,0.000
43.085705,0.047501,-29948.725,-100.744,171.642,1.106,47.549,0.000
43.127449,0.041742,-29948.725,-100.744,171.642,1.106,47.549,0.000
43.170803,0.043355,-29948.725,-100.744,171.642,1.106,47.549,0.000
43.217857,0.047055,-29948.725,-100.744,171.642,1.106,47.549,0.000
43.262745,0.044889,-29948.725,-100.744,171.642,1.314,47.848,0.000
43.303471,0.040724,-29948.725,-100.744,171.642,1.314,47.848,0.000
43.347107,0.043637,-29948.725,-100.744,171.642,1.314,47.848,0.000
43.392380,0.045270,-29948.725,-100.744,171.642,1.314,47.848,0.000
43.438225,0.045846,-29948.725,-100.744,171.642,1.492,48.074,0.000
43.485199,0.046975,-29948.725,-100.744,171.642,1.492,48.074,0.000
43.531063,0.045865,-29948.725,-100.744,171.642,1.492,48.074,0.000
43.577183,0.046118,-29948.725,-100.744,171.642,1.660,48.262,-0.000
43.617706,0.040524,-29948.725,-100.744,171.642,1.660,48.262,-0.000
43.660252,0.042547,-29948.725,-100.744,171.642,1.660,48.262,-0.000
43.709160,0.048907,-29948.725,-100.744,171.642,1.660,48.262,-0.000
43.753387,0.044227,-29948.725,-100.744,171.642,1.798,48.397,0.000
43.795776,0.042389,-29948.725,-100.744,171.642,1.798,48.397,0.000
43.836178,0.040404,-29948.725,-100.744,171.642,1.798,48.397,0.000
43.882107,0.045927,-29948.725,-100.744,171.642,1.798,48.397,0.000
43.926544,0.044439,-29948.725,-100.744,171.642,2.061,48.649,-0.000
43.969513,0.042966,-29948.725,-100.744,171.642,2.061,48.649,-0.000
44.013950,0.044437,-29948.725,-100.744,171.642,2.061,48.649,-0.000
44.059277,0.045325,-29948.725,-100.744,171.642,2.061,48.649,-0.000
44.103508,0.044234,-29948.725,-100.744,171.642,2.296,48.859,0.000
44.143169,0.039662,-29948.725,-100.744,171.642,2.296,48.859,0.000
44.188900,0.045730,-29948.725,-100.744,171.642,2.296,48.859,0.000
44.237297,0.048399,-29948.725,-100.744,171.642,2.296,48.859,0.000
44.279400,0.042103,-29948.725,-100.744,171.642,2.498,49.027,0.000
44.320961,0.041559,-29948.725,-100.744,171.642,2.498,49.027,0.000
