send_ts,repo_error,px_error_x, px_error_y,unit_vec_x, unit_vec_y, unit_vec_z,rot_error_x, rot_error_y, rot_error_z,w_x,w_y,w_z,v_x,v_y,v_z
1784225782.789330,85.612,-30.020,-90.816,-0.056,0.579,-0.456,-1.390,-0.401,-3.969,0.000,-0.694,0.000,0.000,0.000,0.000
1784225783.199328,92.700,-82.233,-115.371,-0.066,0.630,-0.499,-1.409,1.072,-4.742,0.000,-0.704,0.536,0.000,0.000,0.000
1784225783.585383,99.519,-27.713,-80.302,-0.138,0.670,-0.431,-0.979,-0.249,-4.272,0.000,-0.489,0.000,0.000,0.000,0.000
1784225783.967282,104.612,-61.345,-115.260,0.344,0.686,-0.529,0.467,1.652,-5.747,0.000,0.000,0.824,0.000,0.000,0.000
1784225784.358260,88.827,-72.148,-68.297,0.035,0.724,-0.329,-0.985,1.118,-4.072,0.000,-0.492,0.558,0.000,0.000,0.000
1784225784.737757,96.572,-35.806,-94.627,-0.077,0.666,-0.474,-0.322,0.552,-4.517,0.000,0.000,0.276,0.000,0.000,0.000
1784225785.116736,126.012,-56.076,-112.490,0.128,0.707,-0.503,-0.378,0.889,-6.108,0.000,0.000,0.444,0.000,0.000,0.000
1784225785.507925,62.974,-39.093,-107.077,0.000,0.766,-0.488,0.308,-0.774,-5.487,0.000,0.000,-0.387,0.000,0.000,0.000
1784225785.898720,72.462,-6.465,-97.017,0.155,0.702,-0.544,1.198,-0.949,-4.317,0.000,0.598,-0.474,0.000,0.000,0.000
1784225786.286102,85.022,-17.755,-47.295,0.178,0.785,-0.383,1.000,0.946,-5.596,0.000,0.499,0.473,0.000,0.000,0.000
,,,,,, 
1784225787.067621,97.830,-71.255,-92.692,0.044,0.758,-0.357,-0.348,1.441,-4.552,0.000,0.000,0.719,0.000,0.000,0.000
1784225787.452720,138.212,-36.338,-106.367,0.315,0.638,-0.460,1.573,3.010,-6.253,0.000,0.785,1.494,0.000,0.000,0.000
1784225787.844375,65.098,-11.028,-86.915,0.197,0.690,-0.526,0.720,1.419,-5.404,0.000,0.360,0.708,0.000,0.000,0.000
1784225788.227987,72.620,-17.717,-125.740,0.201,0.564,-0.598,0.043,1.438,-5.626,0.000,0.000,0.718,0.000,0.000,0.000
1784225788.612064,158.250,-6.623,-129.385,0.237,0.574,-0.651,0.773,0.907,-7.688,0.000,0.386,0.453,0.000,0.000,0.000
1784225788.998646,140.542,33.495,-101.432,0.097,0.504,-0.687,1.977,-0.919,-6.889,0.000,0.985,-0.459,0.000,0.000,0.000
1784225789.378578,85.707,-18.100,-85.503,0.130,0.719,-0.370,-1.058,-0.165,-6.425,0.000,-0.529,0.000,0.000,0.000,0.000
,,,,,, 
1784225790.154844,81.809,-29.335,-108.484,0.055,0.703,-0.491,-1.211,-0.030,-6.753,0.000,-0.605,0.000,0.000,0.000,0.000
1784225790.553516,105.940,-31.810,-109.617,0.033,0.695,-0.396,-1.510,1.678,-6.477,0.000,-0.754,0.837,0.000,0.000,0.000
1784225790.928538,39.468,253.177,35.453,-0.114,-0.935,0.180,0.744,-3.353,-6.158,0.000,0.372,-1.661,0.000,0.000,0.000
1784225791.303829,67.464,25.315,-123.862,0.113,0.619,-0.637,0.285,-1.088,-6.342,0.000,0.000,-0.544,0.000,0.000,0.000
1784225791.681744,117.711,-66.223,-92.771,0.169,0.744,-0.367,-1.047,1.464,-6.691,0.000,-0.523,0.731,0.000,0.000,0.000
,,,,,, 
1784225792.454457,89.135,0.198,-82.444,0.416,0.679,-0.479,1.189,1.584,-6.929,0.000,0.594,0.790,0.000,0.000,0.000
1784225792.831833,94.264,-1.672,-113.709,0.152,0.485,-0.550,-1.476,-0.047,-5.768,0.000,-0.737,0.000,0.000,0.000,0.000
1784225793.216897,89.467,-28.647,-130.042,0.156,0.666,-0.539,-0.854,1.130,-7.353,0.000,-0.427,0.565,0.000,0.000,0.000
,,,,,, 
,,,,,, 
1784225794.367880,94.343,0.028,-147.414,0.230,0.537,-0.621,-0.563,-0.396,-7.617,0.000,-0.281,0.000,0.000,0.000,0.000
1784225794.746641,92.020,14.089,-106.704,0.292,0.633,-0.587,2.161,0.683,-8.059,0.000,1.076,0.341,0.000,0.000,0.000
1784225795.134137,105.026,18.218,-103.085,0.119,0.513,-0.531,-0.927,-1.255,-7.266,0.000,-0.463,-0.627,0.000,0.000,0.000
1784225795.513193,155.531,13.264,-94.191,0.077,0.643,-0.425,-0.074,1.522,-7.396,0.000,0.000,0.759,0.000,0.000,0.000
1784225795.900696,36.675,253.822,35.613,0.282,-0.802,0.207,1.693,-3.518,-7.325,0.000,0.845,-1.741,0.000,0.000,0.000
1784225796.284083,75.432,10.212,-77.321,0.079,0.807,-0.384,0.319,-1.218,-7.019,0.000,0.000,-0.608,0.000,0.000,0.000
1784225796.665393,71.853,23.987,-76.422,-0.001,0.684,-0.568,1.481,-0.255,-7.255,0.000,0.739,0.000,0.000,0.000,0.000
,,,,,, 
1784225797.427027,80.213,-16.264,-84.042,0.230,0.709,-0.442,1.125,0.419,-5.919,0.000,0.562,0.000,0.000,0.000,0.000
1784225797.819603,235.611,30.856,-60.464,0.408,0.534,-0.383,0.582,0.866,-7.340,0.000,0.291,0.433,0.000,0.000,0.000
1784225798.202977,89.497,15.647,-101.783,0.127,0.662,-0.494,-0.533,0.242,-7.237,0.000,-0.266,0.000,0.000,0.000,0.000
1784225798.588328,37.355,192.896,58.363,0.051,-0.425,0.477,0.884,-2.283,-6.686,0.000,0.441,-1.137,0.000,0.000,0.000
1784225798.978319,122.607,-14.711,-110.006,0.011,0.619,-0.610,0.285,0.853,-7.346,0.000,0.000,0.426,0.000,0.000,0.000
