send_ts,repo_error,px_error_x, px_error_y,unit_vec_x, unit_vec_y, unit_vec_z,rot_error_x, rot_error_y, rot_error_z,w_x,w_y,w_z,v_x,v_y,v_z
1790172232.395394,0.000,-nan,-nan,-nan,-4.280,7.128,-17.148,0.000,1.710,-3.475,0.000,0.000,0.000
1790172233.638300,17.450,-0.972,0.013,-0.233,-1.412,5.804,-16.236,0.000,1.412,-3.353,-46.752,0.000,-19.253
1790172234.605696,0.000,-nan,-nan,-nan,-4.922,8.314,-16.028,0.000,1.966,-3.324,0.000,0.000,0.000
1790172235.510924,0.000,-nan,-nan,-nan,-5.258,8.277,-14.720,0.000,1.959,-3.134,0.000,0.000,0.000
1790172235.940608,0.000,-nan,-nan,-nan,-6.594,9.015,-14.053,0.000,2.112,-3.030,0.000,0.000,0.000
1790172236.346525,0.000,-nan,-nan,-nan,-4.222,6.956,-13.826,0.000,1.672,-2.994,0.000,0.000,0.000
1790172236.870955,0.000,-nan,-nan,-nan,-3.483,5.885,-12.466,0.000,1.430,-2.767,0.000,0.000,0.000
1790172237.663253,11.204,0.969,0.167,0.183,-9.421,4.057,-6.877,0.000,1.000,-1.655,39.759,9.253,10.129
1790172238.982397,0.000,-nan,-nan,-nan,1.561,5.583,-11.983,0.000,1.361,-2.682,0.000,0.000,0.000
1790172239.418848,12.318,0.995,0.058,0.083,0.635,10.040,-7.793,0.000,2.318,-1.855,42.063,0.000,5.104
1790172241.128718,78.831,-0.954,-0.087,-0.287,-26.389,-17.913,2.776,0.000,-3.571,0.690,-50.000,-29.809,-48.934
1790172241.427940,15.341,-0.928,-0.159,-0.338,-15.080,-11.361,6.335,0.000,-2.570,1.533,-44.512,-11.948,-23.830
1790172241.638793,0.000,-nan,-nan,-nan,1.858,-1.414,20.557,0.000,-0.353,3.865,0.000,0.000,0.000
1790172242.124497,18.840,0.997,0.052,0.063,13.969,7.836,-14.417,0.000,1.865,-3.087,47.714,0.000,5.900
1790172242.432118,11.048,-0.991,-0.097,-0.096,17.836,10.056,-17.209,0.000,2.321,-3.482,-39.925,-5.349,-5.265
1790172242.760343,16.698,0.980,0.144,0.137,11.405,6.287,-14.936,0.000,1.522,-3.166,46.349,11.829,11.210
1790172243.304055,72.953,-0.978,-0.142,-0.155,-48.099,-28.693,-13.068,0.000,-4.463,-2.870,-50.000,-38.771,-40.589
1790172243.677942,24.366,-0.975,-0.147,-0.164,-57.193,-22.079,-9.386,0.000,-4.010,-2.188,-49.145,-17.185,-18.986
1790172244.103744,0.000,-nan,-nan,-nan,0.064,3.861,-7.052,0.000,0.954,-1.693,0.000,0.000,0.000
1790172244.581716,6.735,0.995,0.066,0.069,-5.966,3.579,-1.291,0.000,0.885,-0.322,29.264,0.000,0.000
1790172245.017236,0.000,-nan,-nan,-nan,-0.854,4.870,-1.999,0.000,1.194,-0.498,0.000,0.000,0.000
1790172245.520748,0.000,-nan,-nan,-nan,-2.619,5.545,-0.551,0.000,1.352,0.000,0.000,0.000,0.000
1790172246.869015,0.000,-nan,-nan,-nan,-8.795,1.978,2.049,0.000,0.493,0.510,0.000,0.000,0.000
1790172248.978145,8.830,0.998,0.044,0.052,-1.318,7.816,2.995,0.000,1.860,0.743,35.344,0.000,0.000
1790172249.479172,0.000,-nan,-nan,-nan,-7.231,3.380,2.830,0.000,0.837,0.703,0.000,0.000,0.000
1790172255.197041,0.000,-nan,-nan,-nan,-2.041,0.511,-3.407,0.000,0.000,-0.844,0.000,0.000,0.000
1790172255.694843,6.881,1.000,-0.012,0.024,-10.385,0.046,1.610,0.000,0.000,0.402,29.832,0.000,0.000
1790172256.541154,7.987,0.995,-0.039,0.087,-9.199,-0.800,1.409,0.000,0.000,0.352,33.063,0.000,0.000
1790172257.530300,0.000,-nan,-nan,-nan,-5.900,1.313,0.092,0.000,0.328,0.000,0.000,0.000,0.000
1790172257.959208,0.000,-nan,-nan,-nan,-9.897,1.572,3.111,0.000,0.392,0.772,0.000,0.000,0.000
1790172258.375143,8.230,0.999,0.014,0.038,9.498,8.467,-5.488,0.000,1.999,-1.339,33.818,0.000,0.000
1790172259.703466,1.664,0.999,0.016,0.041,0.407,6.597,1.641,0.000,1.592,0.409,8.234,0.000,0.000
1790172260.078643,3.394,0.998,0.031,0.059,-4.318,3.279,2.588,0.000,0.812,0.644,16.314,0.000,0.000
1790172260.543097,3.203,0.997,0.038,0.070,-3.146,3.778,2.274,0.000,0.934,0.566,15.444,0.000,0.000
1790172261.480815,0.000,-nan,-nan,-nan,-2.876,2.081,0.470,0.000,0.518,0.000,0.000,0.000,0.000
1790172262.809546,4.997,1.000,0.017,0.024,-4.359,2.592,2.030,0.000,0.644,0.506,23.086,0.000,0.000
1790172265.169717,2.393,0.999,0.024,0.030,-3.060,1.942,0.796,0.000,0.484,0.000,11.733,0.000,0.000
1790172265.906340,0.000,-nan,-nan,-nan,-2.246,1.346,-0.191,0.000,0.336,0.000,0.000,0.000,0.000
1790172269.538524,6.642,0.977,0.150,0.152,1.605,1.137,-3.532,0.000,0.284,-0.874,28.542,0.000,5.046
1790172269.923912,4.296,0.974,0.153,0.165,2.992,1.638,-3.860,0.000,0.408,-0.953,19.788,0.000,0.000
1790172270.465746,1.840,0.972,0.164,0.168,-0.755,0.133,-1.898,0.000,0.000,-0.473,8.849,0.000,0.000
1790172270.830691,2.742,0.971,0.167,0.170,-0.036,-0.342,-1.965,0.000,0.000,-0.490,13.006,0.000,0.000
1790172271.283048,1.523,0.970,0.169,0.174,2.847,0.521,-2.568,0.000,0.000,-0.638,7.331,0.000,0.000
1790172272.675286,1.701,0.970,0.171,0.175,0.817,-0.667,-1.714,0.000,0.000,-0.428,8.170,0.000,0.000
1790172273.090329,3.621,0.969,0.170,0.178,-0.741,-0.578,-0.441,0.000,0.000,0.000,16.861,0.000,0.000
1790172274.954480,0.000,-nan,-nan,-nan,-2.673,-2.166,-0.868,0.000,-0.539,0.000,0.000,0.000,0.000
1790172275.350591,3.882,1.000,0.008,-0.000,3.556,2.788,-0.339,0.000,0.692,0.000,18.488,0.000,0.000
1790172276.066110,5.879,1.000,0.017,-0.001,4.273,2.910,-1.078,0.000,0.722,-0.269,26.415,0.000,0.000
1790172276.393829,4.949,1.000,0.025,-0.003,3.619,2.948,-0.614,0.000,0.732,0.000,22.899,0.000,0.000
1790172276.937184,2.340,1.000,0.027,-0.001,-1.211,2.116,2.802,0.000,0.527,0.696,11.485,0.000,0.000
1790172277.806970,3.369,1.000,0.029,0.006,0.377,1.746,1.649,0.000,0.435,0.411,16.229,0.000,0.000
1790172278.274405,3.114,0.999,0.037,0.021,5.083,3.377,-0.377,0.000,0.836,0.000,15.074,0.000,0.000
1790172279.239828,15.841,0.960,0.193,0.203,-7.292,-2.497,3.621,0.000,-0.621,0.895,45.442,14.817,15.534
1790172279.748254,5.032,0.954,0.202,0.223,-3.380,-1.554,-1.137,0.000,-0.388,-0.284,22.307,5.073,5.584
1790172281.095916,0.000,-nan,-nan,-nan,-0.432,-3.089,-0.902,0.000,-0.766,0.000,0.000,0.000,0.000
1790172282.433594,1.952,1.000,-0.000,0.004,6.587,2.446,-1.773,0.000,0.608,-0.442,9.639,0.000,0.000
1790172283.478298,3.099,1.000,0.001,0.008,1.536,1.089,0.496,0.000,0.272,0.000,15.018,0.000,0.000
1790172289.356937,3.005,1.000,0.002,0.012,3.663,1.143,-0.382,0.000,0.285,0.000,14.586,0.000,0.000
1790172289.784634,3.312,1.000,0.003,0.017,3.315,1.610,-0.033,0.000,0.402,0.000,15.980,0.000,0.000
1790172290.259193,3.804,1.000,0.004,0.023,3.057,0.741,-0.119,0.000,0.000,0.000,18.150,0.000,0.000
1790172291.178505,2.724,0.999,0.011,0.033,1.923,0.199,-0.087,0.000,0.000,0.000,13.287,0.000,0.000
1790172291.417681,4.620,0.999,0.018,0.047,2.598,0.660,-0.073,0.000,0.000,0.000,21.562,0.000,0.000
1790172291.708107,3.602,0.998,0.022,0.060,5.102,-0.414,-1.849,0.000,0.000,-0.461,17.239,0.000,0.000
1790172292.009992,4.036,0.998,0.023,0.066,3.547,-0.174,-0.905,0.000,0.000,0.000,19.108,0.000,0.000
1790172292.234359,0.000,-nan,-nan,-nan,-7.014,-5.167,0.873,0.000,-1.264,0.000,0.000,0.000,0.000
1790172292.746065,14.511,-0.999,-0.021,-0.034,-7.669,-10.834,-9.967,0.000,-2.471,-2.304,-44.785,0.000,0.000
1790172293.857363,9.976,0.956,0.250,0.155,4.091,1.341,-1.891,0.000,0.335,-0.471,37.069,12.212,7.654
1790172294.374002,3.224,0.956,0.246,0.158,1.589,0.169,-1.781,0.000,0.000,-0.444,14.945,0.000,0.000
1790172294.675224,0.000,-nan,-nan,-nan,0.385,-0.283,-0.641,0.000,0.000,0.000,0.000,0.000,0.000
1790172295.057678,4.126,1.000,0.004,0.008,3.159,3.048,1.583,0.000,0.756,0.395,19.531,0.000,0.000
1790172295.471998,5.418,0.999,0.016,0.029,3.487,3.231,2.181,0.000,0.801,0.543,24.706,0.000,0.000
1790172298.418293,2.117,0.999,0.017,0.031,1.956,0.545,0.878,0.000,0.000,0.000,10.424,0.000,0.000
1790172302.062621,2.958,0.999,0.022,0.037,2.431,0.494,0.017,0.000,0.000,0.000,14.359,0.000,0.000
1790172303.392190,3.761,0.995,0.075,0.067,0.835,0.009,0.820,0.000,0.000,0.000,17.884,0.000,0.000
1790172304.199163,1.730,0.994,0.087,0.061,1.055,0.139,0.767,0.000,0.000,0.000,8.515,0.000,0.000
1790172304.708809,1.748,0.994,0.091,0.063,0.263,-1.194,0.049,0.000,-0.298,0.000,8.600,0.000,0.000
1790172305.143846,1.422,0.994,0.092,0.063,0.973,-0.061,0.351,0.000,0.000,0.000,7.019,0.000,0.000
1790172305.570829,6.531,0.991,0.096,0.096,0.216,0.039,1.004,0.000,0.000,0.251,28.483,0.000,0.000
1790172306.056409,0.000,-nan,-nan,-nan,0.158,-1.127,0.333,0.000,-0.281,0.000,0.000,0.000,0.000
1790172309.461044,4.881,0.993,0.091,0.074,1.453,0.231,0.562,0.000,0.000,0.000,22.500,0.000,0.000
1790172309.939752,0.000,-nan,-nan,-nan,-1.817,0.320,4.339,0.000,0.000,1.068,0.000,0.000,0.000
1790172311.672391,2.215,1.000,0.005,0.007,1.839,0.323,-0.134,0.000,0.000,0.000,10.897,0.000,0.000
1790172312.106105,3.851,0.998,0.032,0.050,-0.017,0.091,0.749,0.000,0.000,0.000,18.326,0.000,0.000
1790172312.619308,4.273,0.995,0.061,0.076,0.398,0.064,0.545,0.000,0.000,0.000,20.069,0.000,0.000
1790172313.115539,4.970,0.993,0.068,0.097,2.115,0.627,-0.284,0.000,0.000,0.000,22.848,0.000,0.000
1790172313.546710,1.914,0.993,0.069,0.099,1.386,-0.611,-0.369,0.000,0.000,0.000,9.386,0.000,0.000
1790172313.983976,3.173,0.991,0.082,0.110,0.326,-0.300,0.419,0.000,0.000,0.000,15.218,0.000,0.000
1790172314.462857,2.100,0.990,0.085,0.114,0.730,-0.486,-0.075,0.000,0.000,0.000,10.244,0.000,0.000
1790172314.936557,3.051,0.990,0.083,0.118,1.614,-0.267,-0.572,0.000,0.000,0.000,14.652,0.000,0.000
1790172315.372384,2.221,0.989,0.087,0.120,1.770,-0.356,-0.677,0.000,0.000,0.000,10.808,0.000,0.000
1790172315.815426,0.000,-nan,-nan,-nan,-0.754,-1.559,0.080,0.000,-0.389,0.000,0.000,0.000,0.000
1790172316.259520,4.775,0.991,0.082,0.109,-0.829,-0.958,0.336,0.000,0.000,0.000,22.030,0.000,0.000
1790172316.711997,3.608,0.990,0.076,0.116,2.465,-0.350,-1.259,0.000,0.000,-0.314,17.142,0.000,0.000
1790172317.159514,2.167,0.990,0.073,0.119,1.656,-0.437,-0.708,0.000,0.000,0.000,10.565,0.000,0.000
1790172317.540985,4.973,0.987,0.072,0.143,0.439,-0.052,0.360,0.000,0.000,0.000,22.745,0.000,0.000
1790172317.982849,0.000,-nan,-nan,-nan,2.172,-0.831,-0.944,0.000,0.000,0.000,0.000,0.000,0.000
1790172318.405117,4.736,1.000,0.006,0.019,1.995,1.056,0.169,0.000,0.264,0.000,22.050,0.000,0.000
1790172318.870067,4.687,0.999,0.013,0.043,0.700,0.755,0.634,0.000,0.000,0.000,21.838,0.000,0.000
1790172319.336643,3.933,0.998,0.025,0.057,-0.366,-0.168,1.059,0.000,0.000,0.265,18.676,0.000,0.000
1790172319.795448,3.862,0.997,0.031,0.066,0.452,0.571,0.847,0.000,0.000,0.000,18.361,0.000,0.000
1790172320.298823,4.757,0.995,0.033,0.091,0.359,-0.038,0.884,0.000,0.000,0.000,22.051,0.000,0.000
1790172320.760391,4.329,0.991,0.054,0.119,-0.218,-0.422,0.940,0.000,0.000,0.000,20.232,0.000,0.000
1790172321.141176,3.546,0.989,0.058,0.134,0.593,-0.570,0.170,0.000,0.000,0.000,16.856,0.000,0.000
1790172321.652858,3.597,0.987,0.063,0.151,0.603,-0.917,0.129,0.000,0.000,0.000,17.033,0.000,0.000
1790172322.143978,3.548,0.983,0.034,0.179,0.710,-1.196,-0.145,0.000,-0.299,0.000,16.767,0.000,0.000
1790172322.597353,2.502,0.982,0.033,0.186,0.681,-1.180,0.249,0.000,-0.295,0.000,12.046,0.000,0.000
1790172323.103083,0.000,-nan,-nan,-nan,0.107,-1.050,0.700,0.000,-0.262,0.000,0.000,0.000,0.000
1790172323.530915,3.266,1.000,0.000,0.026,1.300,0.178,-0.182,0.000,0.000,0.000,15.768,0.000,0.000
1790172324.021118,3.437,0.999,-0.008,0.050,1.444,0.124,-0.177,0.000,0.000,0.000,16.520,0.000,0.000
1790172324.521683,4.505,0.995,0.010,0.102,0.721,-0.026,0.327,0.000,0.000,0.000,21.017,0.000,0.000
1790172325.023967,3.743,0.991,0.027,0.133,0.404,-0.421,0.272,0.000,0.000,0.000,17.736,0.000,0.000
1790172325.475038,3.866,0.986,0.035,0.160,0.111,-0.510,0.792,0.000,0.000,0.000,18.197,0.000,0.000
1790172326.050188,0.000,-nan,-nan,-nan,0.081,-0.728,0.438,0.000,0.000,0.000,0.000,0.000,0.000
1790172326.516929,4.356,0.999,0.024,0.047,-0.359,0.141,0.776,0.000,0.000,0.000,20.475,0.000,0.000
1790172326.954902,4.900,0.996,0.036,0.082,-0.243,0.049,0.729,0.000,0.000,0.000,22.632,0.000,0.000
1790172327.389299,3.387,0.995,0.038,0.097,-0.180,-0.324,0.311,0.000,0.000,0.000,16.236,0.000,0.000
1790172327.861567,3.493,0.992,0.052,0.116,-0.586,-0.343,0.625,0.000,0.000,0.000,16.663,0.000,0.000
1790172328.305417,0.000,-nan,-nan,-nan,-0.140,-0.605,0.137,0.000,0.000,0.000,0.000,0.000,0.000
1790172328.763651,0.000,-nan,-nan,-nan,0.447,-0.306,-0.287,0.000,0.000,0.000,0.000,0.000,0.000
